recipe_id,source,ingredient
1641,AIC,pumpkin
1642,AIC,honey
1642,AIC,warm water
1642,AIC,lemon zest
1642,AIC,butter
1642,AIC,dried fig
1642,AIC,rum
1642,AIC,zibibbo raisin
1642,AIC,unsweetened cocoa powder
1642,AIC,hazelnut and walnut
1642,AIC,almond
1642,AIC,fruit jam
1642,AIC,egg
1642,AIC,brewer's yeast
1642,AIC,wheat flour
1643,AIC,salt
1643,AIC,ground cinnamon
1643,AIC,clove
1643,AIC,black pepper
1643,AIC,egg
1643,AIC,garlic
1643,AIC,butter
1643,AIC,grana padano
1643,AIC,savoy cabbage
1644,AIC,water
1644,AIC,water
1644,AIC,sugar
1644,AIC,lemon zest
1644,AIC,baking powder
1644,AIC,egg
1644,AIC,lard
1644,AIC,wheat flour
1645,AIC,bouillon cube
1645,AIC,black pepper
1645,AIC,salt
1645,AIC,parsley
1645,AIC,garlic
1645,AIC,scallion
1645,AIC,carrot
1645,AIC,celery
1645,AIC,peeled tomato
1645,AIC,olive oil
1645,AIC,butter
1645,AIC,grated grana padano
1645,AIC,dried borlotti bean
1645,AIC,fresh pork rind
1645,AIC,lard
1645,AIC,breadcrumb
1645,AIC,wheat flour
1646,AIC,cold water
1646,AIC,black pepper
1646,AIC,salt
1646,AIC,olive oil
1646,AIC,parsley
1646,AIC,sugar
1646,AIC,pancetta
1646,AIC,garlic
1646,AIC,shelled pea
1647,AIC,bean broth
1647,AIC,egg
1647,AIC,wheat flour
1648,AIC,sugared water
1648,AIC,lemon juice
1648,AIC,powdered sugar
1648,AIC,egg white
1648,AIC,orange liqueur
1648,AIC,lemon zest
1648,AIC,vanillin
1648,AIC,orange blossom water
1648,AIC,sugar
1648,AIC,ground almond
1648,AIC,wheat flour
1648,AIC,lard
1648,AIC,egg yolk
1648,AIC,egg
1649,AIC,powdered sugar
1649,AIC,broth
1649,AIC,salt
1649,AIC,ground cinnamon
1649,AIC,pine nut
1649,AIC,candied citron
1649,AIC,raisin
1649,AIC,egg
1649,AIC,herbs
1649,AIC,butter
1649,AIC,sugar
1649,AIC,stale bread
1650,AIC,salt
1650,AIC,cheese
1650,AIC,broth
1650,AIC,nutmeg
1650,AIC,ground cinnamon
1650,AIC,garlic
1650,AIC,onion
1650,AIC,egg yolk
1650,AIC,egg
1650,AIC,sugar
1650,AIC,butter
1650,AIC,pine nut
1650,AIC,corinthian raisin
1650,AIC,stale bread
1651,AIC,salt
1651,AIC,chili pepper
1651,AIC,olive oil
1651,AIC,wild fennel
1651,AIC,"mixed vegetables (borage, chard, cauliflower, cabbage, etc.)"
1651,AIC,chickpea flour
1652,AIC,sugar
1652,AIC,ground cinnamon
1652,AIC,orange zest
1652,AIC,walnut
1652,AIC,raisin
1652,AIC,olive oil
1652,AIC,cooked wine
1652,AIC,salt
1652,AIC,lemon zest
1652,AIC,lard
1652,AIC,sugar
1652,AIC,egg
1652,AIC,wheat flour
1653,AIC,lard
1653,AIC,hard-boiled egg
1653,AIC,cooked pork rind
1653,AIC,fresh pecorino cheese
1653,AIC,salsiccia
1653,AIC,bread dough
1654,AIC,tomato sauce
1654,AIC,parmigiano cheese
1654,AIC,prosciutto crudo
1654,AIC,fiordilatte
1654,AIC,salt
1654,AIC,butter
1654,AIC,egg
1654,AIC,brewer's yeast
1654,AIC,milk
1654,AIC,wheat flour
1655,AIC,salt
1655,AIC,sugar
1655,AIC,brewer's yeast
1655,AIC,olive oil
1655,AIC,wheat flour
1656,AIC,chili pepper
1656,AIC,warm water
1656,AIC,olive oil
1656,AIC,bell pepper
1656,AIC,salted anchovy
1656,AIC,onion
1656,AIC,salt
1656,AIC,sourdough starter
1656,AIC,brewer's yeast
1656,AIC,wheat flour
1657,AIC,water
1657,AIC,salt
1657,AIC,olive oil
1657,AIC,parmigiano or pecorino cheese
1657,AIC,pork cracklings (ciccioli)
1657,AIC,brewer's yeast
1657,AIC,wheat flour
1658,AIC,lard
1658,AIC,pork cracklings (ciccioli)
1658,AIC,bread dough
1659,AIC,black pepper
1659,AIC,salt
1659,AIC,grated orange peel
1659,AIC,grasselli
1659,AIC,white wine
1659,AIC,lard
1659,AIC,brewer's yeast
1659,AIC,wheat flour
1660,AIC,salt
1660,AIC,water
1660,AIC,black pepper
1660,AIC,oregano
1660,AIC,olive oil
1660,AIC,hard-boiled egg
1660,AIC,sardine
1660,AIC,pitted black olive
1660,AIC,peeled tomato
1660,AIC,provola
1660,AIC,escarole
1660,AIC,lard
1660,AIC,brewer's yeast
1660,AIC,wheat flour
1661,AIC,black pepper
1661,AIC,salt
1661,AIC,white wine
1661,AIC,olive oil
1661,AIC,raisin
1661,AIC,caper
1661,AIC,black olive
1661,AIC,tropea onion
1661,AIC,salt
1661,AIC,olive oil
1661,AIC,brewer's yeast
1661,AIC,wheat flour
1662,AIC,garlic
1662,AIC,salt and pepper
1662,AIC,cheese
1662,AIC,salame napoletano
1662,AIC,egg
1662,AIC,artichoke
1662,AIC,warm water
1662,AIC,salt
1662,AIC,olive oil
1662,AIC,wheat flour
1663,AIC,water
1663,AIC,salt
1663,AIC,polenta flour
1664,AIC,parmigiano or pecorino cheese
1664,AIC,wheat flour
1664,AIC,butter
1664,AIC,salt
1664,AIC,wheat flour
1664,AIC,egg
1664,AIC,milk
1664,AIC,salt
1664,AIC,nutmeg
1664,AIC,parsley
1664,AIC,free-range hen
1665,AIC,salt
1665,AIC,chili pepper
1665,AIC,garlic
1665,AIC,olive oil
1665,AIC,friarielli (tender broccoli rabe)
1665,AIC,sausage
1665,AIC,milk
1665,AIC,polenta flour
1666,AIC,garlic
1666,AIC,water
1666,AIC,pancetta
1666,AIC,celery
1666,AIC,onion
1666,AIC,pork rind
1666,AIC,pig's ear
1666,AIC,pig's tail
1666,AIC,pig's trotter
1666,AIC,chili pepper
1666,AIC,escarole
1666,AIC,dried red pinto bean
1666,AIC,salt
1666,AIC,olive oil
1666,AIC,polenta flour
1667,AIC,boiling water
1667,AIC,salt
1667,AIC,olive oil
1667,AIC,polenta flour
1668,AIC,warm water
1668,AIC,wheat flour
1668,AIC,butter
1668,AIC,grated lemon
1668,AIC,candied citron
1668,AIC,raisin
1668,AIC,anise seed
1668,AIC,yeast
1668,AIC,egg yolk
1668,AIC,egg
1668,AIC,olive oil
1668,AIC,sugar
1668,AIC,wheat flour
1669,AIC,olive oil
1669,AIC,sultana raisin
1669,AIC,anchovy fillet in oil
1669,AIC,white onion
1669,AIC,warm water
1669,AIC,salt
1669,AIC,brewer's yeast
1669,AIC,wheat flour
1670,AIC,olive oil
1670,AIC,sultana raisin
1670,AIC,pine nut
1670,AIC,salted anchovy
1670,AIC,gaeta black olive
1670,AIC,caper
1670,AIC,garlic
1670,AIC,smooth escarole
1670,AIC,black pepper
1670,AIC,salt
1670,AIC,lard
1670,AIC,brewer's yeast
1670,AIC,wheat flour
1671,AIC,olive oil
1671,AIC,garlic
1671,AIC,pine nut
1671,AIC,caper
1671,AIC,raisin
1671,AIC,salted anchovy
1671,AIC,green olive
1671,AIC,smooth-leaf escarole
1671,AIC,salt
1671,AIC,olive oil
1671,AIC,wheat flour
1672,AIC,candied cherry
1672,AIC,coffee
1672,AIC,alcherme
1672,AIC,rum
1672,AIC,butter
1672,AIC,dark chocolate
1672,AIC,lemon zest
1672,AIC,cinnamon sachet
1672,AIC,milk
1672,AIC,sugar
1672,AIC,wheat flour
1672,AIC,egg yolk
1672,AIC,lemon juice
1672,AIC,wheat flour
1672,AIC,sugar
1672,AIC,egg
1672,AIC,egg yolk
1673,AIC,salt
1673,AIC,wheat flour
1673,AIC,sugar
1673,AIC,egg
1674,AIC,warm milk
1674,AIC,brewer's yeast
1674,AIC,wheat flour
1674,AIC,vanillin
1674,AIC,rosolio
1674,AIC,marsala wine
1674,AIC,vinsanto
1674,AIC,orange
1674,AIC,lemon
1674,AIC,butter
1674,AIC,olive oil
1674,AIC,sugar
1674,AIC,egg
1675,AIC,egg white
1675,AIC,ground cinnamon
1675,AIC,maraschino liqueur
1675,AIC,untreated lemon
1675,AIC,candied fruit
1675,AIC,dark chocolate
1675,AIC,pastry cream
1675,AIC,powdered sugar
1675,AIC,ricotta
1675,AIC,wheat flour
1675,AIC,butter
1675,AIC,egg yolk
1675,AIC,butter
1675,AIC,sugar
1675,AIC,wheat flour
1676,AIC,clam
1676,AIC,mussel
1676,AIC,black pepper
1676,AIC,tomato
1676,AIC,mushroom
1676,AIC,ham
1676,AIC,cherry tomato
1676,AIC,basil
1676,AIC,buffalo mozzarella
1676,AIC,olive oil
1676,AIC,oregano
1676,AIC,garlic
1676,AIC,tomato passata
1676,AIC,water
1676,AIC,salt
1676,AIC,brewer's yeast
1676,AIC,wheat flour
1677,AIC,black pepper
1677,AIC,salt
1677,AIC,grated parmigiano cheese
1677,AIC,mortadella
1677,AIC,salame napoletano
1677,AIC,prosciutto cotto
1677,AIC,egg
1677,AIC,provola or mozzarella
1677,AIC,ricotta
1677,AIC,puff pastry
1678,AIC,hard-boiled egg
1678,AIC,lard
1678,AIC,salami
1678,AIC,sheep's milk ricotta
1678,AIC,bread dough
1679,AIC,black pepper
1679,AIC,ricotta
1679,AIC,grated pecorino cheese
1679,AIC,sausage
1679,AIC,cheese
1679,AIC,salt
1679,AIC,lard
1679,AIC,egg
1679,AIC,wheat flour
1680,AIC,salt
1680,AIC,sugar
1680,AIC,olive oil
1680,AIC,tomato
1680,AIC,caper
1680,AIC,pitted black olive
1680,AIC,onion
1680,AIC,brewer's yeast
1680,AIC,potato
1680,AIC,wheat flour
1681,AIC,warm water
1681,AIC,salt
1681,AIC,brewer's yeast
1681,AIC,milk
1681,AIC,white wine
1681,AIC,lemon juice
1681,AIC,olive oil
1681,AIC,lard
1681,AIC,grana padano
1681,AIC,pecorino cheese
1681,AIC,egg
1681,AIC,wheat flour
1682,AIC,water
1682,AIC,salt
1682,AIC,brewer's yeast
1682,AIC,olive oil
1682,AIC,sfrizzoli
1682,AIC,wheat flour
1683,AIC,black pepper
1683,AIC,olive oil
1683,AIC,scamorza
1683,AIC,prosciutto crudo
1683,AIC,semi-aged pecorino cheese
1683,AIC,onion
1683,AIC,tomato
1683,AIC,salt
1683,AIC,milk
1683,AIC,brewer's yeast
1683,AIC,egg
1683,AIC,sugar
1683,AIC,lard
1683,AIC,wheat flour
1684,AIC,water
1684,AIC,saffron
1684,AIC,saffron thread
1684,AIC,ricotta
1684,AIC,salt
1684,AIC,egg
1684,AIC,caciotta
1684,AIC,mozzarella
1684,AIC,sausage
1684,AIC,prosciutto cotto
1684,AIC,olive oil
1684,AIC,wheat flour
1685,AIC,egg
1685,AIC,olive oil
1685,AIC,cheese
1685,AIC,egg
1685,AIC,mozzarella
1685,AIC,salsiccia sausage
1685,AIC,salt
1685,AIC,egg
1685,AIC,olive oil
1685,AIC,wheat flour
1686,AIC,black pepper
1686,AIC,parsley
1686,AIC,grated pecorino cheese
1686,AIC,salame aquilano
1686,AIC,prosciutto crudo
1686,AIC,hard-boiled egg
1686,AIC,ricotta
1686,AIC,salt
1686,AIC,olive oil
1686,AIC,water
1686,AIC,milk
1686,AIC,brewer's yeast
1686,AIC,wheat flour
1687,AIC,water
1687,AIC,salt
1687,AIC,pecorino cheese
1687,AIC,milk
1687,AIC,olive oil
1687,AIC,baking powder
1687,AIC,wheat flour
1688,AIC,olive oil
1688,AIC,black pepper
1688,AIC,salt
1688,AIC,oregano
1688,AIC,basil
1688,AIC,pitted black olive
1688,AIC,tuna in oil
1688,AIC,peeled tomato
1688,AIC,pizza dough
1689,AIC,salt
1689,AIC,parmigiano cheese
1689,AIC,garlic
1689,AIC,casera
1689,AIC,butter
1689,AIC,chard or curly white cabbage
1689,AIC,wheat flour
1689,AIC,buckwheat flour
1690,AIC,pecorino cheese
1690,AIC,salt
1690,AIC,chili pepper
1690,AIC,onion
1690,AIC,tomato passata
1690,AIC,olive oil
1690,AIC,sausage
1690,AIC,pancetta
1690,AIC,polenta flour
1691,AIC,salt
1691,AIC,milk
1691,AIC,polenta flour
1692,AIC,salt
1692,AIC,olive oil
1692,AIC,garlic
1692,AIC,pork crackling
1692,AIC,polenta flour
1692,AIC,calabrian broccoli
1693,AIC,salt
1693,AIC,olive oil
1693,AIC,garlic
1693,AIC,cabbage
1693,AIC,polenta flour
1694,AIC,black pepper
1694,AIC,salt
1694,AIC,grated parmigiano cheese
1694,AIC,onion
1694,AIC,butter
1694,AIC,pork crackling (ciccioli)
1694,AIC,yellow polenta
1695,AIC,water
1695,AIC,salt
1695,AIC,sapa
1695,AIC,polenta flour
1696,AIC,water
1696,AIC,butter
1696,AIC,olive oil
1696,AIC,egg yolk
1696,AIC,parmigiano cheese
1696,AIC,robiola di roccaverano
1696,AIC,fontina
1696,AIC,salted anchovy
1696,AIC,leek
1696,AIC,yellow polenta
1697,AIC,black pepper
1697,AIC,pecorino cheese
1697,AIC,pork rib
1697,AIC,sausage
1697,AIC,salt
1697,AIC,water
1697,AIC,polenta flour
1698,AIC,salt
1698,AIC,olive oil
1698,AIC,fennel seed
1698,AIC,green tomato
1698,AIC,polenta flour
1699,AIC,grated parmigiano cheese
1699,AIC,black pepper
1699,AIC,salt
1699,AIC,butter
1699,AIC,toma
1699,AIC,fontina
1699,AIC,polenta flour
1700,AIC,salt
1700,AIC,olive oil
1700,AIC,butter
1700,AIC,parmigiano cheese
1700,AIC,polenta flour
1701,AIC,grana padano
1701,AIC,butter
1701,AIC,olive oil
1701,AIC,onion
1701,AIC,tomato
1701,AIC,leftover polenta
1702,AIC,salt and pepper
1702,AIC,sage
1702,AIC,parmigiano or pecorino cheese
1702,AIC,guanciale
1702,AIC,polenta flour
1703,AIC,water
1703,AIC,salt
1703,AIC,butter
1703,AIC,onion
1703,AIC,rye flour
1704,AIC,crumbled sponge cake
1704,AIC,almond paste
1704,AIC,sultana raisin
1704,AIC,lemon zest
1704,AIC,almond flour
1704,AIC,potato starch
1704,AIC,cornstarch
1704,AIC,polenta flour
1704,AIC,egg yolk
1704,AIC,egg
1704,AIC,sugar
1704,AIC,butter
1705,AIC,taleggio
1705,AIC,milk
1705,AIC,biade
1705,AIC,very firm polenta
1706,AIC,salt
1706,AIC,clove
1706,AIC,ground cinnamon
1706,AIC,sugar
1706,AIC,red wine
1706,AIC,reinette apple
1706,AIC,polenta flour
1707,AIC,water
1707,AIC,salt
1707,AIC,butter
1707,AIC,passito wine
1707,AIC,walnut
1707,AIC,raisin
1707,AIC,ground cinnamon
1707,AIC,sugar
1707,AIC,wheat flour
1707,AIC,yellow polenta
1708,AIC,salt
1708,AIC,water
1708,AIC,butter
1708,AIC,fontina
1708,AIC,polenta flour
1709,AIC,black pepper
1709,AIC,salt
1709,AIC,nutmeg
1709,AIC,gruyère
1709,AIC,truffle
1709,AIC,wheat flour
1709,AIC,scallion
1709,AIC,milk
1709,AIC,dried porcini mushroom
1709,AIC,grated grana padano
1709,AIC,salsiccia
1709,AIC,butter
1709,AIC,yellow polenta
1710,AIC,scamorza
1710,AIC,pecorino cheese
1710,AIC,salt
1710,AIC,tomato sauce
1710,AIC,red wine
1710,AIC,garlic
1710,AIC,onion
1710,AIC,pork sausage
1710,AIC,pork rib
1710,AIC,olive oil
1710,AIC,salt
1710,AIC,polenta flour
1711,AIC,water
1711,AIC,salt
1711,AIC,parmigiano cheese
1711,AIC,olive oil
1711,AIC,cavolo nero
1711,AIC,borlotti bean
1711,AIC,yellow polenta
1712,AIC,salt
1712,AIC,butter
1712,AIC,savoy cabbage
1712,AIC,polenta flour
1713,AIC,salt
1713,AIC,olive oil
1713,AIC,fresh pecorino cheese
1713,AIC,bay leaf
1713,AIC,garlic
1713,AIC,onion
1713,AIC,tomato passata
1713,AIC,sausage
1713,AIC,yellow polenta
1714,AIC,water
1714,AIC,salt
1714,AIC,lardo
1714,AIC,salami
1714,AIC,potato
1714,AIC,polenta flour
1715,AIC,salt
1715,AIC,breadcrumb
1715,AIC,butter
1715,AIC,valtellina cheese
1715,AIC,yellow polenta
1715,AIC,buckwheat flour
1716,AIC,water
1716,AIC,salt
1716,AIC,garlic
1716,AIC,butter
1716,AIC,cheese
1716,AIC,latteria
1716,AIC,buckwheat flour
1716,AIC,yellow polenta
1717,AIC,salt
1717,AIC,breadcrumb
1717,AIC,milk
1717,AIC,baking soda
1717,AIC,egg
1717,AIC,baking powder
1717,AIC,butter
1717,AIC,potato starch
1717,AIC,wheat flour
1718,AIC,salt
1718,AIC,water
1718,AIC,cured pancetta
1718,AIC,toma
1718,AIC,butter
1718,AIC,yellow polenta
1718,AIC,ajucche (rampion)
1719,AIC,black pepper
1719,AIC,salt
1719,AIC,olive oil
1719,AIC,grated pecorino cheese
1719,AIC,sausage
1719,AIC,pork pancetta
1719,AIC,polenta flour
1720,AIC,black pepper
1720,AIC,salt
1720,AIC,bellunese salami
1720,AIC,mushroom
1720,AIC,white wine
1720,AIC,garlic
1720,AIC,parsley
1720,AIC,onion
1720,AIC,butter
1720,AIC,chicken
1721,AIC,water
1721,AIC,black pepper
1721,AIC,salt
1721,AIC,olive oil
1721,AIC,white wine
1721,AIC,celery
1721,AIC,carrot
1721,AIC,onion
1721,AIC,tomato
1721,AIC,chicken
1722,AIC,black pepper
1722,AIC,salt
1722,AIC,olive oil
1722,AIC,peeled tomato
1722,AIC,white wine
1722,AIC,garlic
1722,AIC,onion
1722,AIC,chicken
1723,AIC,black pepper
1723,AIC,salt
1723,AIC,olive oil
1723,AIC,white wine
1723,AIC,garlic
1723,AIC,celery
1723,AIC,carrot
1723,AIC,onion
1723,AIC,peeled tomato
1723,AIC,chicken
1724,AIC,salt
1724,AIC,olive oil
1724,AIC,chili pepper
1724,AIC,vinegar
1724,AIC,white wine
1724,AIC,rosemary sprig
1724,AIC,salted anchovy
1724,AIC,garlic
1724,AIC,chicken
1725,AIC,black pepper
1725,AIC,salt
1725,AIC,white wine
1725,AIC,butter
1725,AIC,olive oil
1725,AIC,tomato
1725,AIC,marjoram
1725,AIC,garlic
1725,AIC,chicken
1726,AIC,black pepper
1726,AIC,salt
1726,AIC,lemon
1726,AIC,bay leaf
1726,AIC,olive oil
1726,AIC,young chicken
1727,AIC,black pepper
1727,AIC,salt
1727,AIC,wheat flour
1727,AIC,lemon
1727,AIC,olive oil
1727,AIC,parsley
1727,AIC,basil
1727,AIC,garlic
1727,AIC,bread slice
1727,AIC,white wine
1727,AIC,tomato
1727,AIC,fresh porcini mushroom
1727,AIC,egg
1727,AIC,crayfish
1727,AIC,chicken
1728,AIC,black pepper
1728,AIC,salt
1728,AIC,giardiniera (pickled vegetables)
1728,AIC,pitted black olive
1728,AIC,white wine
1728,AIC,chili pepper
1728,AIC,rosemary sprig
1728,AIC,garlic
1728,AIC,olive oil
1728,AIC,chicken
1729,AIC,black pepper
1729,AIC,salt
1729,AIC,peeled tomato
1729,AIC,bell pepper
1729,AIC,onion
1729,AIC,olive oil
1729,AIC,chicken
1730,AIC,salt
1730,AIC,butter
1730,AIC,olive oil
1730,AIC,mozzarella
1730,AIC,breadcrumb
1730,AIC,egg
1730,AIC,potato
1730,AIC,parmigiano cheese
1730,AIC,breadcrumb
1730,AIC,l'aquila saffron
1730,AIC,onion
1730,AIC,milk
1730,AIC,chicken
1731,AIC,black pepper
1731,AIC,salt
1731,AIC,white wine
1731,AIC,olive oil
1731,AIC,brined black olive
1731,AIC,parsley sprig
1731,AIC,rosemary sprig
1731,AIC,sage
1731,AIC,garlic
1731,AIC,onion
1731,AIC,tomato pulp
1731,AIC,chicken
1732,AIC,black pepper
1732,AIC,salt
1732,AIC,parsley
1732,AIC,raisin
1732,AIC,pine nut
1732,AIC,garlic
1732,AIC,parmigiano cheese
1732,AIC,provolone
1732,AIC,egg
1732,AIC,breadcrumb
1732,AIC,ground beef
1733,AIC,salt
1733,AIC,water
1733,AIC,olive oil
1733,AIC,white wine
1733,AIC,parsley
1733,AIC,egg
1733,AIC,saffron thread
1733,AIC,milk
1733,AIC,breadcrumb
1733,AIC,ground veal
1734,AIC,olive oil
1734,AIC,salt
1734,AIC,lemon
1734,AIC,parsley
1734,AIC,wheat flour
1734,AIC,pecorino cheese
1734,AIC,egg
1734,AIC,anchovy
1735,AIC,salt
1735,AIC,olive oil
1735,AIC,wheat flour
1735,AIC,tomato sauce
1735,AIC,grated caciocavallo
1735,AIC,breadcrumb
1735,AIC,egg
1735,AIC,wild fennel
1736,AIC,frying oil
1736,AIC,black pepper
1736,AIC,salt
1736,AIC,olive oil
1736,AIC,tomato sauce
1736,AIC,egg
1736,AIC,chopped parsley
1736,AIC,garlic
1736,AIC,grated pecorino cheese
1736,AIC,breadcrumb
1736,AIC,ground beef
1736,AIC,rositi mushroom
1737,AIC,olive oil
1737,AIC,black pepper
1737,AIC,salt
1737,AIC,breadcrumb
1737,AIC,parsley
1737,AIC,garlic
1737,AIC,parmigiano cheese
1737,AIC,egg
1737,AIC,potato
1737,AIC,leftover boiled meat
1738,AIC,lemon
1738,AIC,breadcrumb
1738,AIC,black pepper
1738,AIC,salt
1738,AIC,butter
1738,AIC,parsley
1738,AIC,fish scrap
1738,AIC,egg
1738,AIC,grated grana padano
1738,AIC,breadcrumb
1738,AIC,perch fillet
1739,AIC,olive oil
1739,AIC,salt
1739,AIC,nutmeg
1739,AIC,egg
1739,AIC,breadcrumb
1739,AIC,grated grana padano
1739,AIC,eggplant
1740,AIC,olive oil
1740,AIC,black pepper
1740,AIC,salt
1740,AIC,pecorino cheese
1740,AIC,basil
1740,AIC,garlic
1740,AIC,parsley
1740,AIC,breadcrumb
1740,AIC,egg
1740,AIC,eggplant
1741,AIC,olive oil
1741,AIC,salt
1741,AIC,baking soda
1741,AIC,parsley
1741,AIC,garlic
1741,AIC,egg
1741,AIC,pecorino cheese
1741,AIC,breadcrumb
1742,AIC,frying oil
1742,AIC,salt
1742,AIC,untreated lemon
1742,AIC,milk
1742,AIC,parsley
1742,AIC,garlic
1742,AIC,grated grana padano
1742,AIC,egg
1742,AIC,breadcrumb
1742,AIC,tuna in oil
1743,AIC,black pepper
1743,AIC,salt
1743,AIC,almond
1743,AIC,olive oil
1743,AIC,tomato sauce
1743,AIC,onion
1743,AIC,mosto cotto
1743,AIC,pecorino cheese
1743,AIC,garlic
1743,AIC,parsley
1743,AIC,stale bread
1743,AIC,egg
1743,AIC,ground beef
1743,AIC,ground pork
1744,AIC,black pepper
1744,AIC,salt
1744,AIC,wheat flour
1744,AIC,olive oil
1744,AIC,tomato paste
1744,AIC,tomato sauce
1744,AIC,garlic
1744,AIC,parsley
1744,AIC,caciocavallo
1744,AIC,breadcrumb
1744,AIC,pecorino cheese
1744,AIC,pine nut
1744,AIC,sultana raisin
1744,AIC,egg
1744,AIC,sardine
1745,AIC,milk
1745,AIC,lukewarm water
1745,AIC,black pepper
1745,AIC,salt
1745,AIC,white wine vinegar
1745,AIC,sugar
1745,AIC,butter
1745,AIC,breadcrumb
1745,AIC,wheat flour
1745,AIC,egg
1745,AIC,grated parmigiano cheese
1745,AIC,raisin
1745,AIC,amaretti cookie
1745,AIC,breadcrumb
1745,AIC,sausage
1745,AIC,ground veal
1746,AIC,onion
1746,AIC,basil
1746,AIC,olive oil
1746,AIC,tomato paste
1746,AIC,tomato
1746,AIC,black pepper
1746,AIC,salt
1746,AIC,parsley
1746,AIC,egg
1746,AIC,pecorino cheese
1746,AIC,breadcrumb
1746,AIC,veal pulp
1746,AIC,pork pulp
1747,AIC,salt
1747,AIC,olive oil
1747,AIC,tomato sauce
1747,AIC,pecorino abruzzese
1747,AIC,wheat flour
1747,AIC,egg yolk
1747,AIC,ricotta
1747,AIC,wild spinach
1748,AIC,boiling water
1748,AIC,water
1748,AIC,white wine
1748,AIC,salt
1748,AIC,chili pepper
1748,AIC,parsley
1748,AIC,garlic
1748,AIC,olive oil
1748,AIC,baby octopus
1749,AIC,salt
1749,AIC,chili pepper
1749,AIC,parsley
1749,AIC,onion
1749,AIC,olive oil
1749,AIC,baby octopus
1750,AIC,olive oil
1750,AIC,white wine
1750,AIC,bay leaf
1750,AIC,chili pepper
1750,AIC,parsley
1750,AIC,garlic
1750,AIC,baby octopus
1751,AIC,olive oil
1751,AIC,butter
1751,AIC,milk
1751,AIC,breadcrumb
1751,AIC,lemon zest
1751,AIC,parsley
1751,AIC,soft bread crumb
1751,AIC,egg
1751,AIC,boiled meat
1752,AIC,black pepper
1752,AIC,salt
1752,AIC,nutmeg
1752,AIC,olive oil
1752,AIC,milk
1752,AIC,butter
1752,AIC,breadcrumb
1752,AIC,egg
1752,AIC,breadcrumb
1752,AIC,parmigiano cheese
1752,AIC,prosciutto
1752,AIC,ground beef
1753,AIC,black pepper
1753,AIC,salt
1753,AIC,olive oil
1753,AIC,peeled tomato
1753,AIC,white wine
1753,AIC,wheat flour
1753,AIC,nutmeg
1753,AIC,parsley
1753,AIC,parmigiano cheese
1753,AIC,breadcrumb
1753,AIC,egg
1753,AIC,prosciutto cotto
1753,AIC,ground veal
1754,AIC,black pepper
1754,AIC,salt
1754,AIC,marsala wine
1754,AIC,garlic
1754,AIC,marjoram
1754,AIC,basil
1754,AIC,milk
1754,AIC,olive oil
1754,AIC,butter
1754,AIC,grated parmigiano cheese
1754,AIC,egg
1754,AIC,breadcrumb
1754,AIC,rabbit
1755,AIC,black pepper
1755,AIC,salt
1755,AIC,nutmeg
1755,AIC,parsley
1755,AIC,onion
1755,AIC,carrot
1755,AIC,celery
1755,AIC,veal head
1755,AIC,turkey breast
1756,AIC,hard-boiled egg
1756,AIC,pickled bell pepper
1756,AIC,gherkin in oil
1756,AIC,caper
1756,AIC,mayonnaise
1756,AIC,milk
1756,AIC,black pepper
1756,AIC,salt
1756,AIC,anchovy fillet
1756,AIC,caper
1756,AIC,egg
1756,AIC,breadcrumb
1756,AIC,parmigiano cheese
1756,AIC,tuna in oil
1757,AIC,salt and pepper
1757,AIC,parsley or oregano
1757,AIC,garlic
1757,AIC,black olive and caper
1757,AIC,tomato
1757,AIC,olive oil
1757,AIC,octopus
1758,AIC,olive oil
1758,AIC,chili pepper
1758,AIC,sweet pepper
1758,AIC,parsley
1758,AIC,garlic
1758,AIC,tomato
1758,AIC,octopus
1759,AIC,salt
1759,AIC,chili pepper
1759,AIC,olive oil
1759,AIC,white wine
1759,AIC,potato
1759,AIC,parsley
1759,AIC,celery
1759,AIC,carrot
1759,AIC,onion
1759,AIC,garlic
1759,AIC,tomato paste
1759,AIC,tomato passata
1759,AIC,octopus
1759,AIC,chard
1760,AIC,water
1760,AIC,salt
1760,AIC,black pepper
1760,AIC,olive oil
1760,AIC,lemon juice
1760,AIC,basil
1760,AIC,celery
1760,AIC,potato
1760,AIC,carrot
1760,AIC,octopus
1761,AIC,basil
1761,AIC,parsley
1761,AIC,garlic
1761,AIC,onion
1761,AIC,chili pepper
1761,AIC,olive oil
1761,AIC,potato
1761,AIC,octopus
1762,AIC,salt
1762,AIC,olive oil
1762,AIC,rosemary
1762,AIC,chili pepper
1762,AIC,white wine
1762,AIC,tomato paste
1762,AIC,onion
1762,AIC,potato
1762,AIC,octopus
1763,AIC,black pepper
1763,AIC,salt
1763,AIC,parsley
1763,AIC,garlic
1763,AIC,olive oil
1763,AIC,octopus
1764,AIC,salt
1764,AIC,vinegar
1764,AIC,olive oil
1764,AIC,chili pepper
1764,AIC,garlic
1764,AIC,parsley
1764,AIC,octopus
1765,AIC,salt
1765,AIC,olive oil
1765,AIC,moddizzosu bread
1765,AIC,white wine vinegar
1765,AIC,garlic
1765,AIC,baby octopus
1766,AIC,black pepper
1766,AIC,salt
1766,AIC,garlic
1766,AIC,white wine vinegar
1766,AIC,olive oil
1766,AIC,parsley
1766,AIC,octopus
1767,AIC,black pepper
1767,AIC,salt
1767,AIC,parsley
1767,AIC,caper
1767,AIC,garlic
1767,AIC,olive oil
