recipe_id,source,name,original_name,original_title,category,region,city,servings,step_count,ingredient_count,tool_count
1832,AIC,Spinach ravioli,ravioli di spinaci,ravioli di spinaci,"Pasta, rice and polenta",Trentino Alto Adige,,6.0,5,7,6
1833,AIC,ravioli di ricotta,ravioli di ricotta,ravioli di ricotta,"Pasta, rice and polenta",Sardegna,Campidano di Cagliari,6.0,10,12,12
1834,AIC,Savoy cabbage ravioli,ravioli di verza,ravioli di verza,"Pasta, rice and polenta",Trentino Alto Adige,,6.0,6,11,5
1835,AIC,Sweet Ravioli,ravioli dolci,ravioli dolci,"Pasta, rice and polenta",Abruzzo,,6.0,7,10,6
1836,AIC,Logudoro-style Spinach Gnudi,ravioli nudi di spinaci alla logudorese,ravioli nudi di spinaci alla logudorese,"Pasta, rice and polenta",Sardegna,Sassari e Logudoro,4.0,6,8,6
1837,AIC,Teramo-style ravioli in broth,ravioli ’mbusse alla teramana,ravioli ’mbusse alla teramana,Soups and broths,Abruzzo,,4.0,8,13,8
1838,AIC,Ricotta ravioloni,ravioloni di ricotta,ravioloni di ricotta,"Pasta, rice and polenta",Sicilia,,6.0,6,12,10
1839,AIC,Skate a Scapece,razza a scapece,razza a scapece,Fish and seafood,Molise,Termoli,4.0,8,6,5
1840,AIC,sweet stuffed ravioloni,ravioloni dolci ripieni,ravioloni dolci ripieni,Desserts and liqueurs,Calabria,,8.0,6,10,11
1841,AIC,Ricotta ravioloni,ravioloni di ricotta,ravioloni di ricotta,Desserts and liqueurs,Sicilia,,8.0,7,11,6
1842,AIC,Olbia-style Skate,razza all’olbiese,razza all’olbiese,Fish and seafood,Sardegna,Olbia e Gallura,4.0,5,8,3
1843,AIC,Skate in Bianco,razza in bianco,razza in bianco,Fish and seafood,Abruzzo,,4.0,4,10,1
1844,AIC,Skate with Bell Pepper Sauce,razza con salsa di peperoni,razza con salsa di peperoni,Appetizers,Marche,,4.0,8,8,2
1845,AIC,Re Cellucce,re cellucce,re cellucce,Desserts and liqueurs,Molise,"Agnone, Jelsi, Riccia, Ururi, San Martino in Pensilis",8.0,8,10,9
1846,AIC,Reginette in broth,reginette in brodo,reginette in brodo,Soups and broths,Liguria,,4.0,5,6,4
1847,AIC,Rentrocelo,rentrocelo,rentrocelo,"Pasta, rice and polenta",Abruzzo,Lanciano,4.0,5,8,4
1848,AIC,ribollita,ribollita,ribollita,Soups and broths,Toscana,,6.0,12,13,4
1849,AIC,Ricaccio of turnip tops,ricaccio di broccoli di rapa,ricaccio di broccoli di rapa,"Vegetables, eggs and legumes",Campania,Marcianise,4.0,5,7,5
1850,AIC,ricciarelli,ricciarelli,ricciarelli,Desserts and liqueurs,Toscana,Siena,8.0,7,11,7
1851,AIC,Ricotta with cooked must,ricotta al mosto cotto,ricotta al mosto cotto,Desserts and liqueurs,Abruzzo,,4.0,6,5,6
1852,AIC,Ricotta with mint,ricotta alla menta,ricotta alla menta,Appetizers,Sardegna,Nuoro,6.0,4,4,4
1853,AIC,Re-fried Pork,rifritta di maiale,rifritta di maiale,"Meat, poultry and game",Abruzzo,,6.0,4,8,2
1854,AIC,Rigatoni with green cauliflower,rigatoni ai cavolfiori verdi,rigatoni ai cavolfiori verdi,"Pasta, rice and polenta",Campania,Napoli,4.0,6,9,6
1855,AIC,Saffron Ricotta,ricotta allo zafferano,ricotta allo zafferano,Desserts and liqueurs,Abruzzo,,4.0,2,4,3
1856,AIC,Rigatoni with eel sauce,rigatoni al sugo di anguille,rigatoni al sugo di anguille,"Pasta, rice and polenta",Sardegna,,4.0,8,13,4
1857,AIC,white amatriciana rigatoni,rigatoni all’amatriciana in bianco,rigatoni all’amatriciana in bianco,"Pasta, rice and polenta",Abruzzo,,6.0,7,8,4
1858,AIC,Rigatoni alla Silana,rigatoni alla silana,rigatoni alla silana,"Pasta, rice and polenta",Calabria,,4.0,5,17,6
1859,AIC,Rigatoni with pajata,rigatoni con la pajata,rigatoni con la pajata,"Pasta, rice and polenta",Lazio,Roma,4.0,9,12,7
1860,AIC,Rigatoni with Monkfish,rigatoni con la rana pescatrice,rigatoni con la rana pescatrice,"Pasta, rice and polenta",Abruzzo,,4.0,6,9,5
1861,AIC,Riggitanedda,riggitanedda,riggitanedda,"Pasta, rice and polenta",Calabria,,4.0,12,11,11
1862,AIC,Ris e Malastre (Rice and Mountain Pansy Soup),ris e malastre,ris e malastre,Soups and broths,Piemonte,Biella,4.0,6,6,3
1863,AIC,Ris in Cagnon,ris in cagnon,ris in cagnon,"Pasta, rice and polenta",Lombardia,,6.0,3,6,3
1864,AIC,Tuna risotto,riso al tonno,riso al tonno,"Pasta, rice and polenta",Calabria,,4.0,5,10,3
1865,AIC,Risotto with Luganega Sausage,risi e luganega,risi e luganega,"Pasta, rice and polenta",Veneto,,4.0,5,8,7
1866,AIC,Cavour-style rice,riso alla cavour,riso alla cavour,"Pasta, rice and polenta",Piemonte,,4.0,9,6,6
1867,AIC,Riso alla Pilota,riso alla pilota,riso alla pilota,"Pasta, rice and polenta",Lombardia,,4.0,7,6,6
1868,AIC,Roasted rice,riso arrosto,riso arrosto,"Pasta, rice and polenta",Liguria,,4.0,10,9,6
1869,AIC,Rice with milk,riso con il latte,riso con il latte,Desserts and liqueurs,Molise,,4.0,4,7,3
1870,AIC,Rice with chicken livers,riso con i fegatini,riso con i fegatini,Soups and broths,Veneto,Padova,4.0,4,9,4
1871,AIC,Rice with Perch Fillets,riso con filetti di pesce persico,riso con filetti di pesce persico,"Pasta, rice and polenta",Lombardia,,6.0,6,6,3
1872,AIC,Pumpkin risotto,riso con la zucca,riso con la zucca,"Pasta, rice and polenta",Emilia Romagna,,4.0,8,10,5
1873,AIC,Rice with preboggion,riso con il preboggion,riso con il preboggion,Soups and broths,Liguria,,4.0,5,6,6
1874,AIC,Rice with herbs,riso con le erbette,riso con le erbette,Soups and broths,Lombardia,,4.0,3,4,4
1875,AIC,Rice with endive,riso con l’indivia,riso con l’indivia,"Pasta, rice and polenta",Lazio,,4.0,5,10,1
1876,AIC,Riso Curgo,riso curgo,riso curgo,"Pasta, rice and polenta",Marche,,6.0,7,15,6
1877,AIC,Rice with pig's trotters,riso con zampetti di maiale,riso con zampetti di maiale,"Pasta, rice and polenta",Lazio,,4.0,4,8,4
1878,AIC,Rice with potatoes and beans,riso con patate e fagioli,riso con patate e fagioli,"Pasta, rice and polenta",Sardegna,Alghero,6.0,6,9,6
1879,AIC,Risotto with Asparagus,riso e asparagi,riso e asparagi,"Pasta, rice and polenta",Lombardia,,4.0,7,6,5
1880,AIC,"Rice and beans, Feltre-style",riso e fagioli alla feltrina,riso e fagioli alla feltrina,"Pasta, rice and polenta",Veneto,,4.0,7,7,5
1881,AIC,Rice and Beans (Riso e Fagioli),riso e fagioli,riso e fagioli,Soups and broths,Lombardia,,4.0,5,13,2
1882,AIC,Rice and Milk,riso e latte,riso e latte,Soups and broths,Lombardia,,4.0,4,5,5
1883,AIC,Rice and Nettles,riso e ortiche,riso e ortiche,"Pasta, rice and polenta",Valle d'Aosta,,4.0,4,4,5
1884,AIC,Rice and Potatoes,riso e patate,riso e patate,"Pasta, rice and polenta",Calabria,,4.0,7,8,6
1885,AIC,Rice and Turnips,riso e rape,riso e rape,"Pasta, rice and polenta",Lombardia,,4.0,5,8,8
1886,AIC,Rice and Peas 1,riso e piselli 1,riso e piselli 1,"Pasta, rice and polenta",Veneto,,4.0,10,11,4
1887,AIC,Rice and Peas 2,riso e piselli 2,riso e piselli 2,"Pasta, rice and polenta",Veneto,,4.0,4,11,4
1888,AIC,Veronese-style rice and tripe,riso e trippa alla veronese,riso e trippa alla veronese,"Pasta, rice and polenta",Veneto,,4.0,7,15,2
1889,AIC,Rice and Celery,riso e sedano,riso e sedano,"Pasta, rice and polenta",Veneto,,4.0,5,10,4
1890,AIC,Rice and Savoy Cabbage,riso e verze,riso e verze,Soups and broths,Lombardia,,6.0,5,13,1
1891,AIC,Rice and Savoy Cabbage,riso e verze,riso e verze,"Pasta, rice and polenta",Piemonte,,4.0,3,7,1
1892,AIC,Rice in broth with saffron and asparagus,riso in brodo con zafferano e asparagi,riso in brodo con zafferano e asparagi,Soups and broths,Abruzzo,,4.0,7,8,3
1893,AIC,Imprisoned Rice,riso imprigionato,riso imprigionato,"Pasta, rice and polenta",Valle d'Aosta,,4.0,5,7,2
1894,AIC,Rice with Fennel and Ricotta,riso finocchio e ricotta,riso finocchio e ricotta,"Pasta, rice and polenta",Calabria,,4.0,7,4,3
1895,AIC,Riso in Cagnon,riso in cagnon,riso in cagnon,"Pasta, rice and polenta",Piemonte,,4.0,6,5,6
1896,AIC,Riso in Cagnone,riso in cagnone,riso in cagnone,"Pasta, rice and polenta",Liguria,,4.0,4,7,2
1897,AIC,Riso Jallo,riso jallo,riso jallo,"Pasta, rice and polenta",Marche,,4.0,4,6,3
1898,AIC,Creamy Rice Pudding (Riso Mantecato),riso mantecato,riso mantecato,Desserts and liqueurs,Sicilia,,6.0,6,9,4
1899,AIC,Riso 'mbriaco,riso ‘mbriaco,riso ‘mbriaco,"Pasta, rice and polenta",Calabria,,4.0,7,12,2
1900,AIC,"Rice, celery, and tomato soup","riso, sedano e pomodoro","riso, sedano e pomodoro",Soups and broths,Veneto,Padova,4.0,6,10,3
1901,AIC,Wild Asparagus Risotto,risotto agli asparagi selvatici,risotto agli asparagi selvatici,"Pasta, rice and polenta",Sardegna,Sassari,4.0,8,8,4
1902,AIC,Artichoke risotto,risotto ai carciofi,risotto ai carciofi,"Pasta, rice and polenta",Sardegna,Sassari e dintorni,4.0,9,11,3
1903,AIC,Seafood risotto,risotto ai frutti di mare,risotto ai frutti di mare,"Pasta, rice and polenta",Sardegna,Sassari e zone costiere,6.0,13,16,3
1904,AIC,Risotto with porcini mushrooms,risotto ai funghi,risotto ai funghi,"Pasta, rice and polenta",Piemonte,,4.0,5,7,3
1905,AIC,Risotto with sea bass,risotto al branzino,risotto al branzino,"Pasta, rice and polenta",Veneto,,6.0,8,11,3
1906,AIC,Risotto al Barolo,risotto al barolo,risotto al barolo,"Pasta, rice and polenta",Piemonte,,6.0,8,12,4
1907,AIC,Risotto with partridge broth,risotto al brodo di pernici,risotto al brodo di pernici,"Pasta, rice and polenta",Sardegna,Sassari e Nurra di Sassari,6.0,8,11,3
1908,AIC,Risotto with wild fennel,risotto al finocchietto selvatico,risotto al finocchietto selvatico,"Pasta, rice and polenta",Sardegna,Oristano,4.0,6,6,3
1909,AIC,Melon risotto,risotto al melone,risotto al melone,"Pasta, rice and polenta",Emilia Romagna,,4.0,7,11,5
1910,AIC,Cuttlefish ink risotto,risotto al nero di seppia,risotto al nero di seppia,"Pasta, rice and polenta",Veneto,,4.0,4,10,3
1911,AIC,Teroldego Risotto,risotto al teroldego,risotto al teroldego,"Pasta, rice and polenta",Trentino Alto Adige,,6.0,6,8,4
1912,AIC,Gorgonzola risotto,risotto al gorgonzola,risotto al gorgonzola,"Pasta, rice and polenta",Piemonte,,4.0,7,10,6
1913,AIC,Risotto with mullet bottarga,risotto alla bottarga di muggine,risotto alla bottarga di muggine,"Pasta, rice and polenta",Sardegna,Oristano,4.0,6,8,1
1914,AIC,Risotto alla Campidanese,risotto alla campidanese,risotto alla campidanese,"Pasta, rice and polenta",Sardegna,Cabras,6.0,7,13,4
1915,AIC,Carthusian-style risotto,risotto alla certosina,risotto alla certosina,"Pasta, rice and polenta",Lombardia,,6.0,8,12,7
1916,AIC,risotto with cream of leek,risotto alla crema di porri,risotto alla crema di porri,"Pasta, rice and polenta",Piemonte,,4.0,9,10,7
1917,AIC,risotto alla gallurese,risotto alla gallurese,risotto alla gallurese,"Pasta, rice and polenta",Sardegna,Sassari e della Gallura,4.0,5,7,4
1918,AIC,risotto alla milanese,risotto alla milanese,risotto alla milanese,"Pasta, rice and polenta",Lombardia,,6.0,5,8,4
1919,AIC,risotto alla marinara,risotto alla marinara,risotto alla marinara,"Pasta, rice and polenta",Sicilia,,6.0,6,16,7
1920,AIC,Risotto with pork pulp,risotto alla polpa di maiale,risotto alla polpa di maiale,"Pasta, rice and polenta",Sardegna,,6.0,6,9,3
1921,AIC,risotto alla parmigiana,risotto alla parmigiana,risotto alla parmigiana,"Pasta, rice and polenta",Emilia Romagna,,4.0,7,9,1
1922,AIC,Saffron risotto,risotto allo zafferano,risotto allo zafferano,"Pasta, rice and polenta",Abruzzo,,6.0,8,8,5
1923,AIC,Saffron and zucchini risotto,risotto allo zafferano e zucchine,risotto allo zafferano e zucchine,"Pasta, rice and polenta",Piemonte,,4.0,5,11,3
1924,AIC,Risotto all'Isolana,risotto all’isolana,risotto all’isolana,"Pasta, rice and polenta",Veneto,Isola della Scala,4.0,7,9,3
1925,AIC,Risotto with perch fillets and zucchini flowers,risotto con filetti di persico e fiori di zucchine,risotto con filetti di persico e fiori di zucchine,"Pasta, rice and polenta",Piemonte,,4.0,6,10,3
1926,AIC,Risotto with strigoli,risotto con gli strigoli,risotto con gli strigoli,"Pasta, rice and polenta",Lombardia,,4.0,6,7,4
1927,AIC,risotto with caperozoli (grey clams),risotto con i caperozoli (vongole grigie),risotto con i caperozoli (vongole grigie),"Pasta, rice and polenta",Friuli Venezia Giulia,,4.0,7,9,5
1928,AIC,Risotto with chiodini mushrooms,risotto con i chiodini,risotto con i chiodini,"Pasta, rice and polenta",Veneto,,4.0,5,8,2
1929,AIC,Risotto with beans,risotto con i fagioli,risotto con i fagioli,"Pasta, rice and polenta",Lombardia,,4.0,8,13,5
1930,AIC,Risotto with black-eyed peas,risotto con i fagioli dell’occhio,risotto con i fagioli dell’occhio,"Pasta, rice and polenta",Lombardia,,4.0,6,9,4
1931,AIC,Risotto with tastasal,risotto con il tastasal,risotto con il tastasal,"Pasta, rice and polenta",Veneto,Verona,4.0,5,11,5
1932,AIC,Risotto with coot,risotto con la folaga,risotto con la folaga,"Pasta, rice and polenta",Emilia Romagna,,4.0,6,13,3
1933,AIC,risotto with hen,risotto con la gallina,risotto con la gallina,"Pasta, rice and polenta",Friuli Venezia Giulia,,4.0,4,9,6
1934,AIC,Risotto with tench,risotto con la tinca,risotto con la tinca,"Pasta, rice and polenta",Piemonte,,4.0,13,9,8
1935,AIC,Risotto with sausage,risotto con la salsiccia,risotto con la salsiccia,"Pasta, rice and polenta",Emilia Romagna,,4.0,6,9,2
1936,AIC,Risotto with tench,risotto con la tinca,risotto con la tinca,"Pasta, rice and polenta",Friuli Venezia Giulia,,4.0,10,13,5
1937,AIC,Risotto with Garda Tench,risotto con la tinca del garda,risotto con la tinca del garda,"Pasta, rice and polenta",Veneto,,4.0,10,14,4
1938,AIC,Risotto with eels Comacchio-style,risotto con le anguille alla comacchiese,risotto con le anguille alla comacchiese,"Pasta, rice and polenta",Emilia Romagna,,4.0,8,12,6
1939,AIC,Risotto with 'poveracce' clams,risotto con le poveracce,risotto con le poveracce,"Pasta, rice and polenta",Emilia Romagna,Porto Garibaldi,4.0,14,17,5
1940,AIC,Risotto with frogs,risotto con le rane,risotto con le rane,"Pasta, rice and polenta",Emilia Romagna,,4.0,5,10,5
1941,AIC,risotto with frogs,risotto con le rane,risotto con le rane,"Pasta, rice and polenta",Piemonte,,4.0,9,13,1
1942,AIC,Risotto with frogs,risotto con le rane,risotto con le rane,"Pasta, rice and polenta",Veneto,,4.0,5,11,4
1943,AIC,Risotto with frogs from the lowlands,risotto con le rane della bassa,risotto con le rane della bassa,"Pasta, rice and polenta",Emilia Romagna,,4.0,10,17,6
1944,AIC,Risotto with giblets,risotto con le rigaglie,risotto con le rigaglie,"Pasta, rice and polenta",Piemonte,,4.0,7,13,3
1945,AIC,Risotto with eel,risotto con l’anguilla,risotto con l’anguilla,"Pasta, rice and polenta",Friuli Venezia Giulia,Marano,4.0,11,18,4
1946,AIC,Risotto with walnuts and pumpkin,risotto con noci e zucca,risotto con noci e zucca,"Pasta, rice and polenta",Friuli Venezia Giulia,,4.0,7,10,5
1947,AIC,Risotto with pannerone and pears,risotto con pannerone e pere,risotto con pannerone e pere,"Pasta, rice and polenta",Lombardia,,4.0,5,8,5
1948,AIC,Risotto with sausage and cauliflower,risotto con salsiccia e cavolo,risotto con salsiccia e cavolo,"Pasta, rice and polenta",Veneto,,4.0,6,9,5
1949,AIC,Risotto with sausage and chiodini mushrooms,risotto con salsiccia e funghi chiodini,risotto con salsiccia e funghi chiodini,"Pasta, rice and polenta",Lombardia,,6.0,7,10,5
1950,AIC,Risotto with baby cuttlefish and pesto,risotto con seppioline e pesto,risotto con seppioline e pesto,"Pasta, rice and polenta",Sardegna,Carloforte,6.0,9,11,3
1951,AIC,Risotto for the Day of the Dead,risotto del giorno dei morti,risotto del giorno dei morti,"Pasta, rice and polenta",Lombardia,,6.0,8,10,4
1952,AIC,Risotto with silene,risotto con silene,risotto con silene,"Pasta, rice and polenta",Friuli Venezia Giulia,,4.0,8,7,5
1953,AIC,Risotto with Hop Shoots,risotto di bruscandoli,risotto di bruscandoli,"Pasta, rice and polenta",Veneto,,4.0,4,10,5
1954,AIC,Goby Risotto,risotto di ghiozzi,risotto di ghiozzi,"Pasta, rice and polenta",Friuli Venezia Giulia,Grado,4.0,9,9,3
1955,AIC,"Risotto in red, Nurra style",risotto in rosso alla nurrese,risotto in rosso alla nurrese,"Pasta, rice and polenta",Sardegna,Sarrari e Porto Torres,6.0,5,9,4
1956,AIC,Risotto with scampi and asparagus,risotto di scampi e asparagi,risotto di scampi e asparagi,"Pasta, rice and polenta",Veneto,,4.0,11,15,7
1957,AIC,black risotto,risotto nero,risotto nero,"Pasta, rice and polenta",Toscana,,4.0,7,9,5
1958,AIC,risotto primavera,risotto primavera,risotto primavera,"Pasta, rice and polenta",Veneto,,4.0,8,18,2
1959,AIC,Rich Paduan-style risotto,risotto ricco alla padovana,risotto ricco alla padovana,"Pasta, rice and polenta",Veneto,,4.0,5,22,2
1960,AIC,Veal Kidneys in Green Sauce,rognone al verde,rognone al verde,"Meat, poultry and game",Piemonte,,4.0,6,8,3
1961,AIC,Calabrian-style rollatini,rollatini alla calabrese,rollatini alla calabrese,"Meat, poultry and game",Calabria,,4.0,4,5,3
1962,AIC,Rosa di Parma,rosa di parma,rosa di parma,"Meat, poultry and game",Emilia Romagna,,4.0,6,12,3
1963,AIC,rosada,rosada,rosada,Desserts and liqueurs,Friuli Venezia Giulia,,4.0,4,7,1
1964,AIC,Lemon Rosolio,rosolio al limone,rosolio al limone,Desserts and liqueurs,Puglia,,,6,4,3
1965,AIC,Rossümada,rossümada,rossümada,Desserts and liqueurs,Lombardia,,1.0,2,3,3
1966,AIC,Potato and spinach roll,rotolo di pasta varia con spinaci,rotolo di pasta varia con spinaci,"Pasta, rice and polenta",Friuli Venezia Giulia,,6.0,7,10,7
1967,AIC,Potato and Meat Gröstl,rosticciata di patate e carne,rosticciata di patate e carne,"Meat, poultry and game",Trentino Alto Adige,,4.0,7,11,5
1968,AIC,Spinach roll,rotolo di spinaci 1,rotolo di spinaci 1,"Pasta, rice and polenta",Trentino Alto Adige,,6.0,5,8,7
1969,AIC,Spinach roll 2,rotolo di spinaci 2,rotolo di spinaci 2,"Pasta, rice and polenta",Trentino Alto Adige,,6.0,8,8,8
1970,AIC,Tuna roll,rotolo di tonno,rotolo di tonno,Appetizers,Piemonte,,4.0,9,13,7
1971,AIC,Runditt,runditt,runditt,Pizzas and savory pies,Piemonte,,8.0,5,6,2
1972,AIC,Rustida,rustida,rustida,"Meat, poultry and game",Piemonte,,4.0,4,10,2
1973,AIC,rustisciada,rustisciada,rustisciada,"Meat, poultry and game",Lombardia,Monza,4.0,7,11,3
1974,AIC,Sa Panischedda,sa panischedda,sa panischedda,Desserts and liqueurs,Sardegna,Abbasanta,8.0,6,8,3
1975,AIC,Stuffed Veal Pocket (Saccoccia Ripiena),saccoccia ripiena,saccoccia ripiena,"Meat, poultry and game",Piemonte,Alessandria,6.0,10,13,8
1976,AIC,Sagne a pezze with grass peas,sagne a pezze e cicerchia,sagne a pezze e cicerchia,Soups and broths,Abruzzo,,4.0,8,9,6
1977,AIC,sagne alla furese,sagne alla furese,sagne alla furese,"Pasta, rice and polenta",Puglia,,4.0,8,11,2
1978,AIC,Sagne with white beans,sagne e fagioli bianchi,sagne e fagioli bianchi,Soups and broths,Molise,,4.0,7,9,8
1979,AIC,Sagne in goat broth,sagne in brodo di capra,sagne in brodo di capra,Soups and broths,Abruzzo,,4.0,9,14,3
1980,AIC,Leavened Sagne,sagne lievitate,sagne lievitate,Soups and broths,Molise,Capracotta,4.0,7,8,5
1981,AIC,Salama da sugo from Ferrara,salama ferrarese o salama da sugo,salama ferrarese o salama da sugo,"Meat, poultry and game",Emilia Romagna,,4.0,5,1,8
1982,AIC,Sagne stracciate with salt cod sauce,sagne stracciate al sugo di baccalà,sagne stracciate al sugo di baccalà,"Pasta, rice and polenta",Abruzzo,,6.0,6,9,4
1983,AIC,Salame all'aceto,salame all’aceto,salame all’aceto,Appetizers,Friuli Venezia Giulia,,4.0,5,2,2
1984,AIC,Salame with cream,salame con panna,salame con panna,Appetizers,Friuli Venezia Giulia,,4.0,3,3,1
1985,AIC,Salame del Re,salame del re,salame del re,Desserts and liqueurs,Umbria,Città di Castello,8.0,7,10,3
1986,AIC,Arctic Char with Herbs,salmerino alle erbe,salmerino alle erbe,Fish and seafood,Emilia Romagna,,4.0,4,9,5
1987,AIC,Salmoriglio,salmoriglio,salmoriglio,Sauces,Calabria,,4.0,4,7,5
1988,AIC,Agghiotta sauce,salsa agghiotta,salsa agghiotta,Sauces,Sicilia,,4.0,2,10,1
1989,AIC,Scabeccio sauce,salsa a scabeccio,salsa a scabeccio,Sauces,Sardegna,Cagliari,6.0,5,9,1
1990,AIC,Sweet and Sour Sauce,salsa agrodolce,salsa agrodolce,Sauces,Emilia Romagna,,4.0,3,5,2
1991,AIC,Wild Spinach Sauce (Salsa agli òlaci),salsa agli òlaci,salsa agli òlaci,Sauces,Abruzzo,,4.0,3,7,2
1992,AIC,Sweet and Sour Sauce,salsa agrodolce,salsa agrodolce,Sauces,Lombardia,,4.0,7,6,1
1993,AIC,Sweet and Sour Sauce,salsa agrodolce,salsa agrodolce,Sauces,Sardegna,Oristano e provincia,4.0,4,9,2
1994,AIC,Sweet and Sour Sauce (Salsa Agrodolce),salsa agrodolce,salsa agrodolce,Sauces,Molise,,4.0,4,5,3
1995,AIC,Parma-style sweet and sour sauce,salsa agrodolce alla parmigiana,salsa agrodolce alla parmigiana,Sauces,Emilia Romagna,,4.0,6,9,4
1996,AIC,Artichoke and ricotta sauce,salsa ai carciofi e ricotta,salsa ai carciofi e ricotta,Sauces,Sardegna,Cagliari,4.0,5,7,4
1997,AIC,Tarragon Sauce,salsa al dragoncello,salsa al dragoncello,Sauces,Toscana,Siena,4.0,5,8,0
1998,AIC,Tomato fillet sauce,salsa al filetto di pomodoro,salsa al filetto di pomodoro,Sauces,Campania,,4.0,4,7,2
1999,AIC,Horseradish sauce (cren),salsa al rafano (cren),salsa al rafano (cren),Sauces,Emilia Romagna,,4.0,4,6,5
2000,AIC,Cacciatora sauce,salsa alla cacciatora,salsa alla cacciatora,Sauces,Sardegna,Campidano di Cagliari,6.0,5,12,3
2001,AIC,black truffle sauce,salsa al tartufo nero,salsa al tartufo nero,Sauces,Umbria,,4.0,4,7,2
2002,AIC,Lancianese sauce,salsa alla lancianese,salsa alla lancianese,Sauces,Abruzzo,,4.0,5,6,3
2003,AIC,Salsa Chiummenzana,salsa chiummenzana,salsa chiummenzana,Sauces,Campania,Capri,4.0,3,9,1
2004,AIC,Garlic Sauce,salsa all’aglio,salsa all’aglio,Sauces,Sicilia,,4.0,3,5,2
2005,AIC,Barberina sauce,salsa barberina,salsa barberina,Sauces,Toscana,Bolgheri,4.0,5,11,1
2006,AIC,Neapolitan-style raw sauce,salsa cruda alla napoletana,salsa cruda alla napoletana,Sauces,Campania,,4.0,4,9,2
2007,AIC,Sauce with tomato and guanciale,salsa con pomodoro e guanciale,salsa con pomodoro e guanciale,Sauces,Abruzzo,,6.0,5,7,2
2008,AIC,Cheese sauce,salsa di formaggio,salsa di formaggio,Sauces,Sardegna,Sulcis Iglesiente,6.0,3,2,2
2009,AIC,Cetara anchovy colatura sauce,salsa di colatura di alici di cetara,salsa di colatura di alici di cetara,Sauces,Campania,,4.0,1,5,1
2010,AIC,Mushroom sauce,salsa di funghi,salsa di funghi,Sauces,Emilia Romagna,,4.0,4,7,4
2011,AIC,Apple and saffron sauce,salsa di mele e zafferano,salsa di mele e zafferano,Sauces,Abruzzo,,4.0,3,4,3
2012,AIC,walnut sauce,salsa di noci,salsa di noci,Sauces,Liguria,,6.0,4,9,2
2013,AIC,Black Olive Sauce,salsa di olive nere,salsa di olive nere,Sauces,Lazio,,4.0,6,8,4
2014,AIC,Walnut sauce,salsa di noci,salsa di noci,Sauces,Lombardia,,6.0,5,7,2
2015,AIC,Pepper Sauce,salsa di peperoni,salsa di peperoni,Sauces,Emilia Romagna,Bologna,4.0,5,12,1
2016,AIC,Pepper sauce,salsa di peperoni,salsa di peperoni,Sauces,Calabria,,4.0,5,10,2
2017,AIC,Pine Nut Sauce,salsa di pinoli,salsa di pinoli,Sauces,Liguria,,4.0,4,5,4
2018,AIC,Sun-dried tomato sauce,salsa di pomodori secchi,salsa di pomodori secchi,Sauces,Sardegna,Sassari,4.0,5,6,3
2019,AIC,Parsley and saffron sauce,salsa di prezzemolo e zafferano,salsa di prezzemolo e zafferano,Sauces,Abruzzo,,4.0,3,4,1
2020,AIC,Parsley sauce,salsa di prezzemolo,salsa di prezzemolo,Sauces,Emilia Romagna,,4.0,3,8,2
2021,AIC,horseradish sauce,salsa di rafano,salsa di rafano,Sauces,Lombardia,,4.0,2,5,2
2022,AIC,Horseradish sauce with broth,salsa di rafano al brodo,salsa di rafano al brodo,Sauces,Friuli Venezia Giulia,,4.0,3,6,3
2023,AIC,Horseradish and Vinegar Sauce,salsa di rafano all’aceto,salsa di rafano all’aceto,Sauces,Friuli Venezia Giulia,,4.0,5,5,2
2024,AIC,Ferrarese sauce,salsa ferrarese,salsa ferrarese,Sauces,Emilia Romagna,,4.0,5,4,4
2025,AIC,Genovese sauce,salsa genovese,salsa genovese,Sauces,Campania,Napoli,6.0,4,11,1
2026,AIC,Genovese sauce,salsa genovese,salsa genovese,Sauces,Molise,,4.0,5,10,2
2027,AIC,Soft saffron sauce,salsa morbida allo zafferano,salsa morbida allo zafferano,Sauces,Abruzzo,,4.0,7,7,4
2028,AIC,Tartar sauce,salsa tartara,salsa tartara,Sauces,Piemonte,,6.0,6,9,5
2029,AIC,Salsa Verde,salsa verde,salsa verde,Sauces,Campania,,4.0,3,8,3
2030,AIC,salsa verde,salsa verde,salsa verde,Sauces,Liguria,,4.0,3,7,2
2031,AIC,Salsa Verde,salsa verde,salsa verde,Sauces,Toscana,,4.0,4,6,3
2032,AIC,salsa verde,salsa verde,salsa verde,Sauces,Lombardia,,4.0,2,8,1
2033,AIC,Bolognese-style green sauce,salsa verde alla bolognese,salsa verde alla bolognese,Sauces,Emilia Romagna,,4.0,4,9,0
2034,AIC,Cremonese-style green sauce,salsa verde alla cremonese,salsa verde alla cremonese,Sauces,Lombardia,,4.0,3,11,2
2035,AIC,Bormida Valley green sauce,salsa verde della val bormida,salsa verde della val bormida,Sauces,Liguria,,6.0,4,13,3
2036,AIC,Sausages with Beans,salsicce con i fagioli,salsicce con i fagioli,"Meat, poultry and game",Toscana,,4.0,5,8,4
2037,AIC,Almond and anchovy sauce,salsetta di mandorle e acciughe,salsetta di mandorle e acciughe,Sauces,Sicilia,,4.0,3,8,3
2038,AIC,Sausages and Potatoes,salsicce e patate,salsicce e patate,"Vegetables, eggs and legumes",Valle d'Aosta,,4.0,5,8,5
