region,ingredient,usage_count
Friuli Venezia Giulia,gries (semolina),1
Friuli Venezia Giulia,fresh ricotta,1
Friuli Venezia Giulia,wild spinach (good king henry),1
Friuli Venezia Giulia,orange,1
Friuli Venezia Giulia,mallard duck,1
Friuli Venezia Giulia,prosciutto cotto,1
Friuli Venezia Giulia,veal tongue,1
Friuli Venezia Giulia,veal ossobuco,1
Friuli Venezia Giulia,beef shank,1
Friuli Venezia Giulia,pig's ear,1
Friuli Venezia Giulia,shrimp,1
Friuli Venezia Giulia,ham cooking water,1
Friuli Venezia Giulia,zibibbo raisin,1
Friuli Venezia Giulia,salted anchovy,1
Friuli Venezia Giulia,frog,1
Friuli Venezia Giulia,milk or water,1
Friuli Venezia Giulia,candied fruit,1
Friuli Venezia Giulia,unsweetened cocoa powder,1
Friuli Venezia Giulia,peach jam,1
Friuli Venezia Giulia,dried mint,1
Friuli Venezia Giulia,anchovy or sardine,1
Friuli Venezia Giulia,turnip,1
Friuli Venezia Giulia,amoli,1
Friuli Venezia Giulia,river eel,1
Friuli Venezia Giulia,stockfish,1
Friuli Venezia Giulia,tomato sauce or paste,1
Friuli Venezia Giulia,rooster,1
Friuli Venezia Giulia,batuda (soured whole milk),1
Friuli Venezia Giulia,white pumpkin,1
Friuli Venezia Giulia,shelled bean,1
Friuli Venezia Giulia,razor clam,1
Friuli Venezia Giulia,mixed seafood,1
Friuli Venezia Giulia,turbot,1
Friuli Venezia Giulia,chicken liver,1
Friuli Venezia Giulia,"spices (nutmeg, cloves)",1
Friuli Venezia Giulia,castrato lamb or mutton,1
Friuli Venezia Giulia,roe deer leg,1
Friuli Venezia Giulia,clof,1
Friuli Venezia Giulia,pork,1
Friuli Venezia Giulia,beef,1
Friuli Venezia Giulia,ground lamb,1
Friuli Venezia Giulia,ground pork,1
Friuli Venezia Giulia,ground beef,1
Friuli Venezia Giulia,snail,1
Friuli Venezia Giulia,cocoa powder,1
Friuli Venezia Giulia,basil,1
Friuli Venezia Giulia,scented geranium leaf,1
Friuli Venezia Giulia,verbena,1
Friuli Venezia Giulia,lemon balm,1
Friuli Venezia Giulia,"lemon balm, calamint or mint leaf",1
Friuli Venezia Giulia,rabbit kidney,1
Friuli Venezia Giulia,rabbit liver,1
Friuli Venezia Giulia,cinnamon stick,1
Friuli Venezia Giulia,pork rib,1
Friuli Venezia Giulia,cotechino,1
Friuli Venezia Giulia,cumin seed,1
Friuli Venezia Giulia,sauerkraut (sour cabbage),1
Friuli Venezia Giulia,nettle,1
Friuli Venezia Giulia,mixed wild green,1
Friuli Venezia Giulia,grated chocolate,1
Friuli Venezia Giulia,rose water,1
Friuli Venezia Giulia,vanilla rosolio,1
Friuli Venezia Giulia,peeled almond,1
Friuli Venezia Giulia,chicken gizzards and liver,1
Friuli Venezia Giulia,roe deer offal,1
Friuli Venezia Giulia,salted cheese,1
Lazio,salt,89
Lazio,olive oil,88
Lazio,garlic,59
Lazio,black pepper,38
Lazio,chili pepper,29
Lazio,onion,27
Lazio,parsley,20
Lazio,white wine,19
Lazio,egg,18
Lazio,celery,18
Lazio,wheat flour,16
Lazio,tomato passata,15
Lazio,peeled tomato,11
Lazio,carrot,11
Lazio,water,10
Lazio,tomato paste,10
Lazio,bread,8
Lazio,potato,8
Lazio,butter,8
Lazio,tomato,8
Lazio,vinegar,7
Lazio,basil,7
Lazio,parmigiano cheese,7
Lazio,spaghetti,7
Lazio,breadcrumb,6
Lazio,anchovy,6
Lazio,grated parmigiano cheese,5
Lazio,lemon juice,5
Lazio,rice,5
Lazio,red wine,5
Lazio,hot water,5
Lazio,salted anchovy,5
Lazio,cherry tomato,4
Lazio,nutmeg,4
Lazio,tomato sauce,4
Lazio,pea,4
Lazio,pecorino cheese,4
Lazio,lemon,4
Lazio,rosemary sprig,4
Lazio,cannolicchi pasta,4
Lazio,sugar,4
Lazio,scallion,3
Lazio,zucchini,3
Lazio,prosciutto fat,3
Lazio,frying oil,3
Lazio,broth,3
Lazio,mozzarella,3
Lazio,rosemary,3
Lazio,lemon zest,3
Lazio,guanciale,3
Lazio,artichoke,3
Lazio,lardo,3
Lazio,bay leaf,3
Lazio,milk,3
Lazio,egg white,3
Lazio,ground cinnamon,3
Lazio,pine nut,3
Lazio,brewer's yeast,3
Lazio,egg yolk,3
Lazio,lard,3
Lazio,ground meat,2
Lazio,fava bean,2
Lazio,calamint,2
Lazio,semolina,2
Lazio,sage,2
Lazio,prosciutto crudo,2
Lazio,black olive,2
Lazio,sausage,2
Lazio,caper,2
Lazio,boiling water,2
Lazio,penne pasta,2
Lazio,lentil,2
Lazio,fresh rosemary sprig,2
Lazio,chickpea,2
Lazio,green broccoli,2
Lazio,sultana raisin,2
Lazio,walnut,2
Lazio,candied orange,2
Lazio,lamb,2
Lazio,marjoram,2
Lazio,salted cod,2
Lazio,vanilla sugar,2
Lazio,broccoli rabe,2
Lazio,dark chocolate,2
Lazio,lamb coratella,2
Lazio,romanesco artichoke,2
Lazio,chicken giblet,2
Lazio,black-eyed pea,1
Lazio,yellow pumpkin,1
Lazio,romaine lettuce,1
Lazio,romanesco artichoke heart,1
Lazio,pancetta,1
Lazio,grated pecorino romano,1
Lazio,roman mint leaf,1
Lazio,pre-cooked tripe,1
Lazio,ground beef,1
Lazio,mutton,1
Lazio,lean adult beef,1
Lazio,meat broth,1
Lazio,thick spaghetti,1
Lazio,pecorino abruzzese,1
Lazio,sea urchin,1
Lazio,fresh small cuttlefish,1
Lazio,cuttlefish,1
Lazio,lean ventresca,1
Lazio,lettuce leaf,1
Lazio,veal cutlet,1
Lazio,salsa verde,1
Lazio,pig's trotter,1
Lazio,endive,1
Lazio,rigatoni,1
Lazio,milk-fed veal pajata,1
Lazio,oregano,1
Lazio,octopus,1
Lazio,baby octopus,1
Lazio,young chicken,1
Lazio,chicken,1
Lazio,stale bread roll,1
Lazio,mortadella,1
Lazio,yellow pepper,1
Lazio,gaeta black olive,1
Lazio,bell pepper,1
Lazio,prosciutto,1
Lazio,borlotti or cannellini bean,1
Lazio,yellow carrot,1
Lazio,cannellini bean,1
Lazio,slice of minced lardo,1
Lazio,medium ditalini pasta,1
Lazio,dried borlotti bean,1
Lazio,cannolicchi or conchigliette pasta,1
Lazio,medium ditalini pasta (cannolicchi),1
Lazio,dried chickpea,1
Lazio,cannolicchi (ditalini) pasta,1
Lazio,saffron,1
Lazio,hazelnut,1
Lazio,almond,1
Lazio,candied citron,1
Lazio,bread dough,1
Lazio,stale bread slice,1
Lazio,cured lardo,1
Lazio,fresh pork rind,1
Lazio,white turnip,1
Lazio,borlotti bean,1
Lazio,wine vinegar,1
Lazio,suckling lamb,1
Lazio,wine,1
Lazio,abbacchio lamb,1
Lazio,pork rind,1
Lazio,chard,1
Lazio,wild chicory,1
Lazio,white endive,1
Lazio,argentine,1
Lazio,soaked salted cod,1
Lazio,radish,1
Lazio,green tomato,1
Lazio,green olive,1
Lazio,balsamic vinegar,1
Lazio,romanesco broccoli,1
Lazio,pecorino romano,1
Lazio,bucatini (or spaghetti),1
Lazio,béchamel sauce,1
Lazio,green bean,1
Lazio,squid,1
Lazio,white wine vinegar,1
Lazio,large female eel,1
Lazio,fresh calamint,1
Lazio,beef cheek,1
Lazio,oxtail,1
Lazio,sweet romanesco pea,1
Lazio,ciriole (small eel),1
Lazio,beef oxtail,1
Lazio,tender donkey meat,1
Lazio,candied fruit,1
Lazio,rum,1
Lazio,orange zest,1
Lazio,chocolate shaving,1
Lazio,fresh ricotta,1
Lazio,warm water,1
Lazio,green,1
Lazio,fresh sage leaf,1
Lazio,wild chicory plant,1
Lazio,bitter olive,1
Lazio,spleen,1
Lazio,guinea fowl,1
Lazio,egg fettuccine,1
Lazio,salted cod fillet,1
Lazio,anchovy in oil,1
Lazio,zucchini flower,1
Lazio,lamb sweetbread,1
Lazio,veal spinal cord,1
Lazio,veal brain,1
Lazio,lamb brain,1
Lazio,clof,1
Lazio,beef eye of round,1
Lazio,meat sauce,1
Lazio,lean meat slice,1
Lazio,sea snail,1
Lazio,olive sprig,1
Lazio,bay leaf sprig,1
Lazio,fennel,1
Lazio,suckling pig,1
Lazio,zibibbo raisin,1
Lazio,puntarelle,1
Lazio,thornback ray (arzilla),1
Lazio,bread crouton,1
Lazio,cardoon,1
Lazio,capon,1
Lazio,fresh egg quadrucci,1
Lazio,fish,1
Lazio,honey,1
Lazio,anchovy fillet,1
Lazio,stale bread,1
Lazio,fish broth,1
Lazio,moray eel,1
Liguria,salt,72
Liguria,olive oil,70
Liguria,garlic,41
Liguria,black pepper,32
Liguria,parsley,28
Liguria,onion,28
Liguria,egg,27
Liguria,wheat flour,26
Liguria,butter,23
Liguria,tomato,18
Liguria,white wine,18
Liguria,carrot,16
Liguria,sugar,16
Liguria,milk,14
Liguria,celery,14
Liguria,parmigiano cheese,13
Liguria,pine nut,13
Liguria,marjoram,12
Liguria,breadcrumb,11
Liguria,dried mushroom,11
Liguria,water,10
Liguria,potato,10
Liguria,salted anchovy,9
Liguria,chard,7
Liguria,vinegar,7
Liguria,bay leaf,6
Liguria,grated parmigiano cheese,6
Liguria,powdered sugar,6
Liguria,artichoke,6
Liguria,lemon,6
Liguria,oregano,5
Liguria,orange blossom water,4
Liguria,broth,4
Liguria,meat broth,4
Liguria,pea,4
Liguria,grated grana padano,4
Liguria,egg yolk,4
Liguria,egg white,4
Liguria,anchovy,4
Liguria,zucchini,3
Liguria,meat sauce,3
Liguria,tomato paste,3
Liguria,lean veal,3
Liguria,lettuce,3
Liguria,stockfish,3
Liguria,soaked stockfish,3
Liguria,ground cinnamon,3
Liguria,white wine vinegar,3
Liguria,rice,3
Liguria,pesto,3
Liguria,green bean,3
Liguria,fennel seed,3
Liguria,sailor's biscuit,3
Liguria,nutmeg,3
Liguria,pecorino cheese,2
Liguria,fava bean,2
Liguria,chili pepper,2
Liguria,chickpea,2
Liguria,cannellini bean,2
Liguria,veal slice,2
Liguria,bell pepper,2
Liguria,eggplant,2
Liguria,veal breast,2
Liguria,red wine,2
Liguria,rosemary,2
Liguria,green olive,2
Liguria,white onion,2
Liguria,lemon zest,2
Liguria,pistachio,2
Liguria,toasted bread,2
Liguria,soft bread crumb,2
Liguria,salsiccia sausage,2
Liguria,preboggion,2
Liguria,borage,2
Liguria,basil,2
Liguria,baking powder,2
Liguria,cream,2
Liguria,anise seed,2
Liguria,marsala wine,2
Liguria,caesar's mushroom,2
Liguria,bean,2
Liguria,baking soda,2
Liguria,fish broth,2
Liguria,vanilla sugar,2
Liguria,honey,2
Liguria,unsweetened cocoa powder,2
Liguria,brewer's yeast,2
Liguria,warm water,2
Liguria,caper,2
Liguria,mosciame di tonno,2
Liguria,thyme,2
Liguria,sultana raisin,2
Liguria,chestnut flour,2
Liguria,beef and veal broth,2
Liguria,veal pocket,2
Liguria,brain,2
Liguria,sweetbread,2
Liguria,hard-boiled egg,2
Liguria,oven-dried black olive,2
Liguria,pickled pepper,2
Liguria,zucchini flower,2
Liguria,lemon juice,2
Liguria,mint,1
Liguria,borlotti bean,1
Liguria,farro,1
Liguria,ricotta,1
Liguria,grated pecorino cheese,1
Liguria,lard,1
Liguria,tripe,1
Liguria,alchermes liqueur,1
Liguria,almond,1
Liguria,flying squid,1
Liguria,white pepper,1
Liguria,lukewarm water,1
Liguria,heavy cream,1
Liguria,quagliata,1
Liguria,bone marrow,1
Liguria,lean beef,1
Liguria,mussel,1
Liguria,gurnard,1
Liguria,yellow onion,1
Liguria,fresh porcini mushroom,1
Liguria,lardo,1
Liguria,dried porcini mushroom,1
Liguria,ox bone marrow,1
Liguria,beef pulp,1
Liguria,tomato sauce,1
Liguria,olive,1
Liguria,"pine nut, walnut, and hazelnut mix",1
Liguria,mackerel,1
Liguria,vanilla,1
Liguria,tripe sauce,1
Liguria,tripe (foiolo),1
Liguria,hard-boiled egg yolk,1
Liguria,firm bread crumb,1
Liguria,fresh marjoram leaf,1
Liguria,walnut,1
Liguria,reginette pasta,1
Liguria,escarole,1
Liguria,sweetbreads and brain,1
Liguria,veal udder,1
Liguria,chicken,1
Liguria,aged pecorino sardo,1
Liguria,sage,1
Liguria,"bogue, anchovy, or sardine",1
Liguria,fresh ricotta,1
Liguria,coffee,1
Liguria,raisin,1
Liguria,yeast,1
Liguria,parmigiano cheese rind,1
Liguria,cabbage,1
Liguria,mantovana pumpkin,1
Liguria,pasta,1
Liguria,fresh pecorino cheese,1
Liguria,spelt,1
Liguria,bitter armelline kernel,1
Liguria,sweet almond,1
Liguria,arselle clam,1
Liguria,yellow potato,1
Liguria,savory pie crust,1
Liguria,dark chocolate,1
Liguria,piedmont hazelnut,1
Liguria,leek,1
Liguria,brussu,1
Liguria,pumpkin,1
Liguria,lamb's small intestine,1
Liguria,lamb's pluck (coratella),1
Liguria,lamb's spleen,1
Liguria,lamb's liver,1
Liguria,lamb's lung,1
Liguria,polenta flour,1
Liguria,toasted bread slice,1
Liguria,anise liqueur,1
Liguria,fish,1
Liguria,rosemary sprig,1
Liguria,squid,1
Liguria,taggiasca olive,1
Liguria,dried white bean,1
Liguria,young goat meat ('bima'),1
Liguria,juniper berry,1
Liguria,wild fennel leaf,1
Liguria,scallion,1
Liguria,kid goat,1
Liguria,ground clof,1
Liguria,strong brewed coffee,1
Liguria,dried chickpea,1
Liguria,olive oil or butter,1
Liguria,fresh marjoram,1
Liguria,fresh sage,1
Liguria,beef marrow,1
Liguria,veal ear,1
Liguria,veal offal (strigolo/castagnetta),1
Liguria,veal testicle,1
Liguria,udder,1
Liguria,"fish (dentex, gurnard, sea bream, or scorpionfish)",1
Liguria,stockfish tail,1
Liguria,tuna belly in oil,1
Liguria,mosciamme (tuna fillet),1
Liguria,tuna or ventresca in oil,1
Liguria,rabbit,1
Liguria,orange,1
Liguria,hazelnut,1
Liguria,vanillin,1
Liguria,chickpea flour,1
Liguria,veal udder or spleen,1
Liguria,veal liver,1
Liguria,dentex,1
Liguria,apricot jam,1
Liguria,stracchino,1
Liguria,waxy potato,1
Liguria,floury potato,1
Liguria,pesto alla genovese,1
Liguria,cocoa powder,1
Liguria,veal,1
Liguria,veal broth,1
Liguria,capon broth,1
Liguria,"long, lean sausage (luganega)",1
Liguria,cardoon,1
Liguria,centopelli tripe,1
Liguria,maccheroni,1
Lombardia,salt,109
Lombardia,butter,102
Lombardia,olive oil,53
Lombardia,wheat flour,52
Lombardia,egg,49
Lombardia,black pepper,39
Lombardia,onion,36
Lombardia,garlic,34
Lombardia,grated grana padano,30
Lombardia,parsley,28
Lombardia,sage,28
Lombardia,sugar,28
Lombardia,breadcrumb,28
Lombardia,carrot,27
Lombardia,white wine,27
Lombardia,milk,26
Lombardia,nutmeg,23
Lombardia,celery,22
Lombardia,broth,20
Lombardia,pancetta,16
Lombardia,bay leaf,13
Lombardia,egg yolk,12
Lombardia,rosemary,11
Lombardia,rice,11
Lombardia,meat broth,11
Lombardia,grana padano,10
Lombardia,lemon zest,9
Lombardia,red wine,9
Lombardia,carnaroli rice,9
Lombardia,scallion,8
Lombardia,sultana raisin,8
Lombardia,water,8
Lombardia,vinegar,8
Lombardia,pork loin,7
Lombardia,lardo,7
Lombardia,tomato,7
Lombardia,cream,6
Lombardia,clove,6
Lombardia,savoy cabbage,6
Lombardia,buckwheat flour,6
Lombardia,mascarpone,5
Lombardia,lemon juice,5
Lombardia,marsala wine,5
Lombardia,rum,5
Lombardia,powdered sugar,5
Lombardia,cognac,5
Lombardia,casera,5
Lombardia,lemon,5
Lombardia,tomato paste,5
Lombardia,salt and pepper,4
Lombardia,sausage,4
Lombardia,tomato sauce,4
Lombardia,borlotti bean,4
Lombardia,egg white,4
Lombardia,baking powder,4
Lombardia,potato starch,4
Lombardia,yellow polenta,4
Lombardia,caper,4
Lombardia,walnut,4
Lombardia,yellow onion,4
Lombardia,basil,4
Lombardia,perch fillet,4
Lombardia,parmigiano cheese,4
Lombardia,ground cinnamon,4
Lombardia,apple,4
Lombardia,red wine vinegar,4
Lombardia,prosciutto crudo,4
Lombardia,guinea fowl,4
Lombardia,anchovy,3
Lombardia,raisin,3
Lombardia,chard,3
Lombardia,peeled almond,3
Lombardia,corn flour,3
Lombardia,potato,3
Lombardia,stale bread,3
Lombardia,meat extract,3
Lombardia,leek,3
Lombardia,pork rib,3
Lombardia,salami,3
Lombardia,beef,3
Lombardia,unsweetened cocoa powder,3
Lombardia,brewer's yeast,3
Lombardia,white pepper,3
Lombardia,dried chickpea,2
Lombardia,zucchini,2
Lombardia,candied citron,2
Lombardia,white onion,2
Lombardia,almond nougat,2
Lombardia,vanilla sugar,2
Lombardia,eggplant,2
Lombardia,bread dough,2
Lombardia,grappa,2
Lombardia,veal shank,2
Lombardia,almond,2
Lombardia,bell pepper,2
Lombardia,salted anchovy,2
Lombardia,soft bread crumb,2
Lombardia,pine nut,2
Lombardia,rosemary sprig,2
Lombardia,chiodini mushroom,2
Lombardia,black-eyed pea,2
Lombardia,vialone nano rice,2
Lombardia,taleggio,2
Lombardia,herbs,2
Lombardia,marjoram,2
Lombardia,grated parmigiano cheese,2
Lombardia,cheese,2
Lombardia,dried porcini mushroom,2
Lombardia,juniper berry,2
Lombardia,chicken liver,2
Lombardia,polenta,2
Lombardia,pork pulp,2
Lombardia,pear,2
Lombardia,dried fig,2
Lombardia,beef pulp,2
Lombardia,hen,2
Lombardia,dried borlotti bean,2
Lombardia,agoni (lake shad),2
Lombardia,eel,2
Lombardia,borettane onion,2
Lombardia,heavy cream,2
Lombardia,dried chestnut,2
Lombardia,pork rind,2
Lombardia,clof,2
Lombardia,cinnamon stick,2
Lombardia,veal top round,2
Lombardia,pork temple,1
Lombardia,lean pork pulp,1
Lombardia,amaretti cooky,1
Lombardia,pickled gherkin,1
Lombardia,tuna,1
Lombardia,veal topside,1
Lombardia,pork caul fat,1
Lombardia,pork liver,1
Lombardia,roast dripping,1
Lombardia,spanish bean,1
Lombardia,ricciolotta francese (lampredotto),1
Lombardia,foiolo (omasum tripe),1
Lombardia,bread,1
Lombardia,tomato pulp,1
Lombardia,beef oxtail,1
Lombardia,mixed veal tripe,1
Lombardia,grated mint candy,1
Lombardia,mostaccino,1
Lombardia,dark amaretti cookie,1
Lombardia,warm water,1
Lombardia,mostarda mantovana,1
Lombardia,amaretti cookie,1
Lombardia,pumpkin,1
Lombardia,costmary leaf,1
Lombardia,fresh ricotta,1
Lombardia,baking soda,1
Lombardia,whipped cream,1
Lombardia,vanillin,1
Lombardia,amaretti,1
Lombardia,tench,1
Lombardia,shelled bean,1
Lombardia,green bean,1
Lombardia,veal kidney,1
Lombardia,turkey,1
Lombardia,donkey meat,1
Lombardia,acquavite,1
Lombardia,rabbit meat,1
Lombardia,bird (thrush),1
Lombardia,missoltini,1
Lombardia,spaghetti,1
Lombardia,pickled cucumber,1
Lombardia,mustard powder,1
Lombardia,horseradish root,1
Lombardia,lugànega sausage,1
Lombardia,sage sprig,1
Lombardia,chickpea,1
Lombardia,vegetable broth,1
Lombardia,pannerone,1
Lombardia,williams pear,1
Lombardia,pear acquavite,1
Lombardia,salted lardo,1
Lombardia,strigoli,1
Lombardia,saffron thread,1
Lombardia,beef marrow,1
Lombardia,pea,1
Lombardia,soffritto mix,1
Lombardia,fish broth,1
Lombardia,frog,1
Lombardia,cold water,1
Lombardia,chicken wing,1
Lombardia,beef rib,1
Lombardia,raspadüra,1
Lombardia,tender turnip,1
Lombardia,assorted seasonal vegetable,1
Lombardia,salted lard,1
Lombardia,asparagus,1
Lombardia,salamelle mantovane,1
Lombardia,wine,1
Lombardia,frog leg,1
Lombardia,rabbit,1
Lombardia,boiled meat,1
Lombardia,fish scrap,1
Lombardia,latteria,1
Lombardia,valtellina cheese,1
Lombardia,gruyère,1
Lombardia,truffle,1
Lombardia,salsiccia,1
Lombardia,biade,1
Lombardia,very firm polenta,1
Lombardia,leftover polenta,1
Lombardia,chard or curly white cabbage,1
Lombardia,maraschino or rum,1
Lombardia,amaretto cookie,1
Lombardia,marsala,1
Lombardia,yellow peach,1
Lombardia,partridge,1
Lombardia,peeled tomato,1
Lombardia,candied citron and orange,1
Lombardia,bread dough starter,1
Lombardia,"pine nuts, candied citron and orange",1
Lombardia,honey,1
Lombardia,chocolate,1
Lombardia,cocoa powder,1
Lombardia,brown sugar,1
Lombardia,bitto,1
Lombardia,rye bread,1
Lombardia,elderflower,1
Lombardia,coarse yellow polenta,1
Lombardia,fine-grain yellow polenta,1
Lombardia,lean lard,1
Lombardia,bouquet garni,1
Lombardia,fat goose,1
Lombardia,veal medallion,1
Lombardia,frying oil,1
Lombardia,mustard syrup,1
Lombardia,liquid mustard,1
Lombardia,fruit,1
Lombardia,missoltino,1
Lombardia,fresh pork rind,1
Lombardia,green celery,1
Lombardia,cold butter,1
Lombardia,small pasta,1
Lombardia,chicken gizzard,1
Lombardia,chicken,1
Lombardia,veal heart,1
Lombardia,grated breadcrumb,1
Lombardia,pork rind or other scrap part,1
Lombardia,pearl barley,1
Lombardia,bone,1
Lombardia,chard leaf,1
Lombardia,soaked salted cod,1
Lombardia,parasol mushroom (lepiota procera),1
Lombardia,pandispagna (sponge cake),1
Lombardia,veal,1
Lombardia,lean beef,1
Lombardia,beef chuck ('cappello da prete'),1
Lombardia,beef shoulder,1
Lombardia,maltagliati,1
Lombardia,thyme sprig,1
Lombardia,anchovy fillet,1
Lombardia,agoni,1
Lombardia,wild thyme,1
Lombardia,veal rump,1
Lombardia,white asparagus,1
Lombardia,gelatin,1
Lombardia,tongue,1
Lombardia,pistachio,1
Lombardia,cockerel comb,1
Lombardia,sweetbread,1
Lombardia,chestnut honey,1
Lombardia,yeast,1
Lombardia,vanilla,1
Lombardia,fennel seed,1
Lombardia,beef chuck,1
Lombardia,passito wine,1
Lombardia,carp,1
Lombardia,ground beef,1
Lombardia,spadona pear,1
Lombardia,lardo or pancetta,1
Lombardia,verzino sausage,1
Lombardia,chocolate cream,1
Lombardia,ladyfinger biscuit,1
Lombardia,cauliflower,1
Lombardia,stale sandwich bread,1
Lombardia,reinette apple,1
Lombardia,fresh salsiccia sausage,1
Lombardia,veal cutlet,1
Lombardia,dark chocolate,1
Lombardia,alcherme,1
Lombardia,pandispagna,1
Lombardia,thyme,1
Lombardia,pheasant,1
Lombardia,soft clay,1
Lombardia,heavy waxed paper,1
Lombardia,dried basil,1
Lombardia,dried rosemary,1
Lombardia,dried bay leaf,1
Lombardia,mostarda,1
Lombardia,roasted chestnut,1
Lombardia,veal liver,1
Lombardia,black truffle,1
Lombardia,ready-made aspic,1
Lombardia,red onion,1
Lombardia,parsley and celery leaf,1
Lombardia,acacia honey,1
Lombardia,moscato wine,1
Lombardia,green apple,1
Lombardia,porcini mushroom,1
Lombardia,puffed roll,1
Lombardia,mortadella,1
Lombardia,"beef (knee, shin, foot)",1
Lombardia,roasted beef,1
Lombardia,lavarello,1
Lombardia,beef bouillon cube,1
Lombardia,hare,1
Lombardia,zampone di modena,1
Lombardia,capon,1
Lombardia,veal head,1
Lombardia,beef brisket,1
Lombardia,white wine vinegar,1
Lombardia,lettuce leaf,1
Lombardia,dried mushroom,1
Lombardia,purged snail,1
Marche,salt,89
Marche,olive oil,64
Marche,black pepper,52
Marche,garlic,43
Marche,onion,28
Marche,egg,27
Marche,white wine,26
Marche,parsley,26
Marche,wheat flour,25
Marche,celery,17
Marche,carrot,16
Marche,tomato paste,16
Marche,chili pepper,14
Marche,water,13
Marche,marjoram,12
Marche,nutmeg,11
Marche,peeled tomato,11
Marche,tomato,10
Marche,lemon zest,9
Marche,breadcrumb,9
Marche,milk,9
Marche,lardo,8
Marche,parmigiano cheese,8
Marche,butter,7
Marche,pecorino cheese,7
Marche,tomato passata,6
Marche,sage,6
Marche,sausage,6
Marche,bay leaf,6
Marche,rosemary,6
Marche,sugar,6
Marche,tagliatelle,5
Marche,potato,5
Marche,wild fennel,5
Marche,grated parmigiano cheese,4
Marche,lemon,4
Marche,clam,4
Marche,chicken giblet,4
Marche,lard,4
Marche,mussel,4
Marche,red wine,4
Marche,basil,4
Marche,prosciutto crudo,4
Marche,brewer's yeast,4
Marche,frying oil,4
Marche,bread,3
Marche,broth,3
Marche,mantis shrimp,3
Marche,squid,3
Marche,cuttlefish,3
Marche,thyme sprig,3
Marche,pork lard,3
Marche,anchovy,3
Marche,egg yolk,3
Marche,rice,3
Marche,clove,3
Marche,polenta flour,3
Marche,dried fig,3
Marche,wine vinegar,3
Marche,sea snail,3
Marche,verdicchio wine,2
Marche,pork rind,2
Marche,dried borlotti bean,2
Marche,ground cinnamon,2
Marche,sand crab,2
Marche,prugnoli mushroom,2
Marche,wine,2
Marche,mosciolo (mussel),2
Marche,duck,2
Marche,cold water,2
Marche,pancetta,2
Marche,rosemary sprig,2
Marche,beef,2
Marche,grated pecorino cheese,2
Marche,stale bread,2
Marche,vinegar,2
Marche,mixed fish,2
Marche,cauliflower,2
Marche,toasted bread slice,2
Marche,candied fruit,2
Marche,raisin,2
Marche,walnut,2
Marche,bread dough,2
Marche,fish broth,1
Marche,lentil,1
Marche,white onion,1
Marche,tomato sauce,1
Marche,dried mushroom,1
Marche,ground meat,1
Marche,cheese,1
Marche,scampi,1
Marche,lamb shoulder,1
Marche,pork fat and lean meat,1
Marche,mud red mullet,1
Marche,sole,1
Marche,mackerel,1
Marche,scampo,1
Marche,whole clove,1
Marche,mutton shoulder,1
Marche,trout,1
Marche,semolina,1
Marche,stockfish,1
Marche,honey,1
Marche,alcherme,1
Marche,mistrà,1
Marche,bell pepper,1
Marche,skate wing,1
Marche,monkfish,1
Marche,murex snail,1
Marche,chicken part,1
Marche,marrow bone,1
Marche,piece of pork and rib,1
Marche,meat broth,1
Marche,marsala wine,1
Marche,pea,1
Marche,quail,1
Marche,octopus,1
Marche,chard,1
Marche,pork pancetta,1
Marche,pork rib,1
Marche,sapa,1
Marche,grated orange peel,1
Marche,grasselli,1
Marche,pigeon,1
Marche,tomato pulp,1
Marche,veal round,1
Marche,mountain herb,1
Marche,white pepper,1
Marche,eel,1
Marche,untreated orange,1
Marche,liqueur,1
Marche,unsweetened cocoa powder,1
Marche,sultana raisin,1
Marche,hazelnut and walnut,1
Marche,mixed fish soup,1
Marche,capon broth,1
Marche,prosciutto,1
Marche,veal brain,1
Marche,chicken breast,1
Marche,veal,1
Marche,roasted pork,1
Marche,pistachio,1
Marche,prosciutto cotto,1
Marche,turkey breast fillet,1
Marche,pork fillet,1
Marche,lean veal pulp,1
Marche,capon,1
Marche,anchovy fillet,1
Marche,cauliflower floret,1
Marche,rabbit,1
Marche,beer,1
Marche,baking powder,1
Marche,caper,1
Marche,herring,1
Marche,wild green,1
Marche,monkfish liver,1
Marche,anchovy paste,1
Marche,fresh white truffle,1
Marche,peanut oil,1
Marche,mixed seafood,1
Marche,zucchini with flower,1
Marche,artichoke,1
Marche,lamb chop,1
Marche,calamint,1
Marche,garagoli (pelican's foot snail),1
Marche,salt and pepper,1
Marche,diced tomato,1
Marche,herbs,1
Marche,small snail,1
Marche,truffle slice,1
Marche,goose liver pâté medallion,1
Marche,madeira wine,1
Marche,bread slice,1
Marche,beef fillet medallion,1
Marche,vegetable broth,1
Marche,spaghetti,1
Marche,baking soda,1
Marche,chickpea,1
Marche,spaghettini,1
Marche,hot water,1
Marche,wheat,1
Marche,fresh corn,1
Marche,bean,1
Marche,red onion,1
Marche,baby octopus,1
Marche,pork tenderloin,1
Marche,whole goose,1
Marche,boiling water,1
Marche,pork,1
Marche,green olive,1
Marche,yeast,1
Marche,stewing hare meat,1
Marche,turkey broth,1
Molise,salt,116
Molise,olive oil,97
Molise,garlic,57
Molise,parsley,46
Molise,egg,43
Molise,wheat flour,43
Molise,onion,35
Molise,black pepper,27
Molise,chili pepper,27
Molise,sugar,23
Molise,celery,17
Molise,white wine,17
Molise,water,15
